protein1	protein2	neighborhood	coexpression	experimental	combined
AQR	EIF4A3	0.0	0.087	0.842	0.8431477871131403
AQR	PLRG1	0.0	0.224	0.975	0.9789057292691704
AQR	SNRPA1	0.0	0.093	0.96	0.9605515390662631
AQR	ISY1	0.0	0.085	0.838	0.8388245489468631
AQR	SNRNP200	0.0	0.371	0.944	0.9616997632874877
AQR	SNRPG	0.0	0.081	0.959	0.9590303594398492
AQR	SF3A2	0.0	0.071	0.82	0.8181760849685923
AQR	ISY1-RAB43	0.0	0.122	0.838	0.8453420262025637
AQR	RBM8A	0.0	0.049	0.819	0.8128361899397724
AQR	SNRPF	0.0	0.088	0.936	0.9365345157723167
AQR	SNRPD1	0.0	0.061	0.943	0.9418026467873098
AQR	XAB2	0.0	0.377	0.992	0.9945807296225538
AQR	SNRNP40	0.0	0.159	0.935	0.9405609118814025
AQR	CRNKL1	0.0	0.193	0.985	0.9868378274640882
AQR	SNRPB2	0.0	0.075	0.912	0.9114910496139422
AQR	SNW1	0.0	0.164	0.947	0.9518224253844539
AQR	BUD31	0.0	0.081	0.943	0.9430422070261318
PSMC4	PSMB9	0.0	0.679	0.893	0.9626533548045464
PSMC4	PSMC5	0.0	0.99	0.994	0.9999347599874304
PSMC4	PSMC2	0.0	0.99	0.992	0.9999130133165739
PSMC4	KIAA2012	0.0	0.73	0.736	0.922494865067344
PSMC4	UBLCP1	0.0	0.664	0.637	0.8673801024485663
PSMC4	PSMD11	0.0	0.892	0.994	0.9992954078642485
PSMC4	PSMD4	0.0	0.876	0.994	0.9991910238441373
PSMC4	PSMB4	0.0	0.857	0.993	0.9989115791236309
PSMC4	RPL21	0.0	0.849	0.0	0.8358126350332343
PSMC4	PSMB11	0.059	0.654	0.731	0.9047684642827241
PSMC4	PSMA6	0.059	0.681	0.992	0.9973888424355837
PSMC4	PSMB1	0.059	0.886	0.993	0.999183501670688
PSMC4	RPS15A	0.0	0.937	0.0	0.9314979868019455
PSMC4	USP14	0.0	0.862	0.99	0.9984994797108997
PSMC4	PSMD6	0.0	0.883	0.971	0.9963106772891905
PSMC4	CDC5L	0.0	0.116	0.98	0.9807759429628317
PSMC4	PSMA1	0.059	0.851	0.992	0.998780368410351
PSMC4	UBC	0.0	0.097	0.956	0.956798063676427
PSMC4	PSMB7	0.059	0.705	0.992	0.9975852931614332
PSMC4	RPS25	0.0	0.824	0.0	0.8086292964625778
PSMC4	RPL5	0.0	0.902	0.0	0.8934413128030263
PSMC4	CCDC92	0.0	0.0	0.817	0.8010179616627938
PSMC4	PSMC6	0.0	0.989	0.994	0.9999282359861735
PSMC4	UBA52	0.0	0.063	0.96	0.9592467388148717
PSMC4	PSMA8	0.059	0.679	0.96	0.9868623577088143
PSMC4	PSMA2	0.0	0.874	0.992	0.9989039677888312
PSMC4	RPS19	0.0	0.902	0.0	0.8934413128030263
PSMC4	RPS5	0.0	0.883	0.0	0.8727819754893273
PSMC4	RPS18	0.0	0.934	0.0	0.9282359861734668
PSMC4	PSMD5	0.0	0.063	0.827	0.8237421453743199
PSMC4	PAAF1	0.0	0.061	0.848	0.8448070580994931
PSMC4	PSMA3	0.059	0.798	0.994	0.998759904793075
PSMC4	PSMB2	0.059	0.868	0.994	0.9991896407558708
PSMC4	PSMD1	0.0	0.741	0.993	0.998028664286856
PSMC4	PSMD10	0.0	0.116	0.994	0.9942327828888495
PSMC4	PSMB3	0.059	0.848	0.992	0.9987558120696198
PSMC4	UCHL5	0.0	0.277	0.756	0.8081813150429333
PSMC4	BRCC3	0.0	0.346	0.724	0.8037319461856883
PSMC4	PSMB6	0.0	0.736	0.989	0.9968423833916326
PSMC4	PSMC3	0.0	0.985	0.994	0.9999021399811456
PSMC4	PSMD9	0.0	0.08	0.904	0.9039667014975845
PSMC4	UBB	0.0	0.097	0.956	0.956798063676427
PSMC4	PSMD8	0.0	0.88	0.994	0.9992171198491651
PSMC4	PSMD3	0.0	0.943	0.992	0.9995041759044713
PSMC4	PSME2	0.0	0.062	0.822	0.8184544423555558
PSMC4	PSMD12	0.0	0.912	0.994	0.9994258878893878
PSMC4	PSMB10	0.059	0.667	0.733	0.9090279662187215
PSMC4	PSMD13	0.0	0.838	0.97	0.9947155589818644
PSMC4	PSMA5	0.059	0.892	0.992	0.9991159717336773
PSMC4	PSMD7	0.0	0.871	0.994	0.9991584038378525
PSMC4	RPL23A	0.0	0.902	0.0	0.8934413128030263
PSMC4	RPS24	0.0	0.85	0.0	0.8368999685760606
PSMC4	UBFD1	0.0	0.658	0.553	0.8337749719739779
PSMC4	RPL23	0.0	0.93	0.0	0.9238866520021617
PSMC4	PSMD14	0.0	0.753	0.994	0.9983885716895315
PSMC4	PSMB8	0.059	0.668	0.963	0.9874312462690867
PSMC4	PSMA7	0.059	0.75	0.991	0.9976978430564512
PSMC4	CCDC74B	0.0	0.0	0.817	0.8010179616627938
PSMC4	PSMA4	0.059	0.871	0.992	0.9989440773485588
PSMC4	RPS7	0.0	0.939	0.14	0.9429584823433342
PSMC4	ELP6	0.0	0.088	0.866	0.867119142398288
PSMC4	PSMC1	0.0	0.99	0.994	0.9999347599874304
PSMC4	RPS12	0.0	0.9	0.0	0.8912666457173738
PSMC4	ADRM1	0.0	0.871	0.961	0.994529624946041
PSMC4	RPS27	0.0	0.901	0.0	0.8923539792602
PSMC4	PSMD2	0.0	0.85	0.994	0.9990213998114563
PSMC4	MYSM1	0.0	0.444	0.724	0.8331421438520531
PSMC4	PSMB5	0.059	0.695	0.994	0.9981275790192469
PSMC4	RPS11	0.0	0.9	0.0	0.8912666457173738
CAMKK1	CALM1	0.0	0.084	0.85	0.8506003712156714
DERL2	EMC3	0.0	0.063	0.86	0.8573635858520509
DERL2	RTN4	0.0	0.0	0.86	0.8477733040043232
DERL2	ERLEC1	0.0	0.088	0.909	0.9097600146137629
DERL2	AMFR	0.0	0.083	0.882	0.8823439866649415
DERL2	EMC2	0.0	0.0	0.86	0.8477733040043232
DERL2	ESYT1	0.0	0.0	0.86	0.8477733040043232
DERL2	SELENOS	0.0	0.119	0.86	0.8658882808278088
DERL2	VCP	0.0	0.064	0.937	0.935882115646621
DERL2	POR	0.0	0.061	0.86	0.8570591324600594
DERL2	DERL1	0.0	0.063	0.937	0.935813613633423
DERL2	EMC1	0.0	0.0	0.86	0.8477733040043232
DERL2	FAF2	0.0	0.107	0.892	0.895133203795664
DERL2	SEL1L	0.0	0.062	0.909	0.9071873834514359
DERL2	ARL6IP5	0.0	0.0	0.86	0.8477733040043232
ICAM3	ITGAL	0.0	0.172	0.887	0.8982647243990036
CTTNBP2	STRIP1	0.0	0.059	0.86	0.856754679068068
CTTNBP2	PPM1B	0.0	0.0	0.869	0.8575593058897596
CTTNBP2	CCT8	0.0	0.0	0.86	0.8477733040043232
CTTNBP2	HTR3A	0.0	0.0	0.86	0.8477733040043232
CTTNBP2	STK24	0.0	0.061	0.863	0.8601221510502011
CTTNBP2	STRIP2	0.0	0.062	0.86	0.8572113591560552
CTTNBP2	STRN	0.0	0.0	0.861	0.8488606375471495
CTTNBP2	CTTNBP2NL	0.0	0.0	0.86	0.8477733040043232
CTTNBP2	CCT6A	0.0	0.0	0.862	0.8499479710899757
CTTNBP2	PPP2CB	0.0	0.0	0.878	0.8673453077751959
CTTNBP2	STRN4	0.0	0.0	0.861	0.8488606375471495
CTTNBP2	PPP2R1B	0.0	0.05	0.86	0.855384638804107
CTTNBP2	STK25	0.0	0.061	0.863	0.8601221510502011
CTTNBP2	STK3	0.0	0.062	0.86	0.8572113591560552
CTTNBP2	CCT3	0.0	0.0	0.862	0.8499479710899757
CTTNBP2	STK26	0.0	0.061	0.863	0.8601221510502011
CTTNBP2	CCT2	0.0	0.0	0.862	0.8499479710899757
CTTNBP2	STRN3	0.0	0.0	0.861	0.8488606375471495
CTTNBP2	PPP2CA	0.0	0.0	0.878	0.8673453077751959
CTTNBP2	PDCD10	0.0	0.0	0.863	0.851035304632802
CTTNBP2	CCT5	0.0	0.0	0.862	0.8499479710899757
CTTNBP2	PPP2R1A	0.0	0.05	0.86	0.855384638804107
CTTNBP2	MOB4	0.0	0.0	0.86	0.8477733040043232
CTTNBP2	TCP1	0.0	0.0	0.862	0.8499479710899757
CTTNBP2	RAB3C	0.0	0.116	0.86	0.8654316007398217
ACTL6B	DPF2	0.0	0.064	0.818	0.8147705563124603
ACTL6B	SMARCC2	0.0	0.107	0.826	0.8310479394485697
ACTL6B	SMARCD1	0.0	0.13	0.857	0.8647248339369846
ACTL6B	SS18	0.0	0.0	0.829	0.8140659641767091
ACTL6B	SMARCA2	0.0	0.064	0.805	0.8015398817633506
KIF22	CDCA8	0.0	0.825	0.0	0.809716630005404
KIF22	CDC20	0.0	0.867	0.128	0.8738954050371813
KIF22	CCNA2	0.0	0.783	0.172	0.8046322583591484
KIF22	PRC1	0.0	0.792	0.182	0.8149967216893683
KIF22	AURKA	0.0	0.858	0.175	0.8726188754579033
KIF22	TPX2	0.0	0.88	0.0	0.8695199748608485
KIF22	AURKB	0.0	0.815	0.175	0.8340457180261417
KIF22	NCAPH	0.0	0.852	0.0	0.839074635661713
YTHDC2	CPSF1	0.0	0.345	0.742	0.8162515045977898
TNFRSF1A	LTA	0.0	0.061	0.89	0.8876893183614754
TNFRSF1A	TNF	0.0	0.061	0.882	0.8795212687877645
PPP2R5B	PPP2CA	0.0	0.062	0.953	0.9520638134309614
PPP2R5B	PPP2R1A	0.0	0.087	0.953	0.9533414303437822
PYGM	PYGB	0.0	0.061	0.81	0.8060088226243665
PYGM	GBE1	0.185	0.665	0.377	0.8150504631497226
FSTL3	MSTN	0.0	0.05	0.889	0.8853406779089706
FSTL3	INHBA	0.0	0.088	0.889	0.8899270507926118
TRIP13	CDK1	0.0	0.959	0.082	0.9590749401151051
TRIP13	TOP2A	0.0	0.804	0.167	0.8224732271298418
TRIP13	ORC5	0.0	0.837	0.0	0.8227646325193192
TRIP13	NDC80	0.0	0.833	0.0	0.8184152983480141
TRIP13	CDCA8	0.0	0.832	0.0	0.8173279648051878
TRIP13	NCAPG	0.0	0.83	0.0	0.8151532977195354
TRIP13	KIF20A	0.0	0.824	0.0	0.8086292964625778
TRIP13	CDC5L	0.0	0.065	0.98	0.9796668627491489
TRIP13	CDC20	0.0	0.898	0.853	0.983696520858863
TRIP13	NUSAP1	0.0	0.819	0.0	0.8031926287484463
TRIP13	CCNA2	0.0	0.905	0.165	0.9137472667153067
TRIP13	PBK	0.0	0.821	0.102	0.8252198316590208
TRIP13	RFC4	0.0	0.851	0.0	0.8379873021188867
TRIP13	AURKA	0.0	0.859	0.0	0.8466859704614969
TRIP13	CCNB2	0.0	0.835	0.165	0.8501926211371117
TRIP13	BUB1B	0.0	0.805	0.336	0.8592120528748556
TRIP13	TPX2	0.0	0.824	0.0	0.8086292964625778
TRIP13	CCNB1	0.0	0.831	0.165	0.8465609271040719
TRIP13	MELK	0.0	0.842	0.0	0.8282013002334505
TRIP13	AURKB	0.0	0.859	0.0	0.8466859704614969
TRIP13	RRM2	0.0	0.819	0.0	0.8031926287484463
TRIP13	TTK	0.0	0.826	0.0	0.8108039635482303
TRIP13	MAD2L1	0.0	0.891	0.998	0.9997629612876638
TRIP13	UBE2C	0.0	0.801	0.141	0.8141301168557359
TRIP13	PLK1	0.0	0.76	0.261	0.807150522844334
TRIP13	BUB1	0.0	0.824	0.0	0.8086292964625778
TRIP13	CEP55	0.0	0.817	0.0	0.8010179616627938
TRIP13	KIF11	0.0	0.874	0.0	0.8629959736038909
TRIP13	GINS2	0.0	0.858	0.0	0.8455986369186707
KRT14	KRT3	0.0	0.086	0.955	0.9552779713835557
KRT14	KRT5	0.0	0.742	0.991	0.9974752115135574
SPP2	HRG	0.0	0.82	0.0	0.8042799622912725
HSD17B10	ETFB	0.0	0.867	0.0	0.855384638804107
HSD17B10	ECHS1	0.0	0.859	0.0	0.8466859704614969
HSD17B10	HADHB	0.0	0.822	0.117	0.8290994377398249
GPATCH1	PPIE	0.0	0.0	0.817	0.8010179616627938
GPATCH1	PRPF19	0.0	0.055	0.945	0.943485839111605
GPATCH1	EAPP	0.0	0.0	0.834	0.8195026318908404
GPATCH1	CDC5L	0.0	0.148	0.98	0.9814718364302405
GPATCH1	PLRG1	0.0	0.064	0.812	0.8086640911359482
GPATCH1	WDR83	0.0	0.062	0.84	0.8368129818926344
KEAP1	NFE2L1	0.0	0.065	0.832	0.8292016470928506
KEAP1	CUL3	0.0	0.061	0.972	0.9714118264920119
KEAP1	SQSTM1	0.0	0.062	0.881	0.8786296552826469
TNS1	DLC1	0.0	0.108	0.827	0.8322070370052225
NGFR	ARHGDIA	0.0	0.0	0.943	0.938021988058903
NGFR	RIPK2	0.0	0.0	0.872	0.8608213065182383
NTN1	DCC	0.0	0.055	0.912	0.909577342578568
NTN1	DRAXIN	0.0	0.0	0.9	0.8912666457173738
ASNS	IARS	0.0	0.281	0.811	0.8522411575317964
ASNS	EPRS	0.043	0.22	0.819	0.8530911696555652
ASNS	TTC27	0.0	0.096	0.809	0.8122566411614462
ASNS	AARS	0.0	0.161	0.808	0.8248436142532031
ASNS	GARS	0.074	0.598	0.803	0.9202618690611202
ASNS	HSPBP1	0.0	0.061	0.867	0.8642061758370564
MRPS34	MRPS10	0.0	0.326	0.862	0.8988649325146436
MRPS34	MRPS22	0.0	0.506	0.858	0.9237257266378233
MRPS34	DAP3	0.0	0.122	0.858	0.8644356032145928
MRPS34	MRPS18B	0.0	0.291	0.82	0.8612344932645123
MRPS34	MRPS23	0.0	0.441	0.855	0.9118661796862173
MRPS34	MRPS14	0.0	0.22	0.839	0.863452653691878
MRPS34	MRPL18	0.0	0.374	0.777	0.8482104120885394
MRPS34	MRPS28	0.0	0.333	0.769	0.8324669097219579
MRPS34	MRPL11	0.0	0.254	0.777	0.8191133664825087
MRPS34	CHCHD1	0.0	0.229	0.796	0.8289798310501141
MRPS34	MRPS21	0.0	0.192	0.874	0.8893007466719439
MRPS34	MRPL43	0.0	0.427	0.777	0.8610616072312031
MRPS34	MRPS25	0.0	0.3	0.812	0.8569069057640638
MRPS34	MRPS27	0.0	0.1	0.804	0.8081943630454472
MRPS34	MRPL47	0.0	0.351	0.731	0.8101722227598482
MRPS34	MRPS11	0.0	0.254	0.845	0.8742716224429993
MRPS34	MRPL27	0.0	0.532	0.671	0.8325810797439547
MRPS34	MRPL40	0.0	0.403	0.731	0.825381844356902
MRPS34	MRPL24	0.0	0.326	0.777	0.8365715938461271
MRPS34	MRPS18C	0.0	0.154	0.863	0.8739758677193504
MRPS34	MRPL17	0.0	0.598	0.731	0.8824179253458536
MRPS34	PTCD3	0.0	0.106	0.855	0.8590489528434316
MRPS34	MRPS24	0.0	0.282	0.86	0.890701232275104
MRPS34	MRPS31	0.0	0.082	0.833	0.833305243883477
MRPS34	GADD45GIP1	0.0	0.819	0.731	0.9470588171333321
MRPS34	MRPS26	0.0	0.665	0.876	0.9548321646309971
MRPS34	MRPS35	0.0	0.328	0.802	0.8553237481257088
MRPS34	MRPL36	0.0	0.71	0.777	0.9296821397854256
MRPS34	MRPS33	0.0	0.19	0.898	0.9101645026916941
MRPS34	MRPS17	0.0	0.395	0.732	0.8236997393661497
MRPS34	MRPL46	0.0	0.591	0.731	0.8803704762847118
MRPS34	MRPL28	0.0	0.453	0.731	0.8400064805079153
MRPS34	MRPS16	0.0	0.413	0.869	0.9163873125572888
MRPS34	MRPS15	0.0	0.221	0.796	0.8272053027082216
MRPS34	MRPS2	0.0	0.565	0.849	0.928578496239457
MRPS34	MRPS7	0.0	0.344	0.81	0.8644747472221346
MRPS34	MRPS5	0.0	0.145	0.864	0.8735648556401621
MRPS34	MRPL13	0.0	0.32	0.731	0.80110494834622
MRPS34	MRPL41	0.0	0.691	0.732	0.9099557346514715
MAP2K5	MAP3K2	0.0	0.061	0.977	0.9765168574755813
MAP2K5	MAP3K3	0.0	0.061	0.865	0.8621641634436288
MTMR7	MTMR9	0.0	0.063	0.823	0.8196668192558071
MTMR7	MTMR8	0.0	0.0	0.823	0.8075419629197514
CDK13	CCNK	0.0	0.103	0.971	0.9717151925504603
NDUFB4	NDUFA1	0.0	0.703	0.874	0.9593098041603556
NDUFB4	UQCR10	0.0	0.589	0.847	0.931625204826456
NDUFB4	MT-ND1	0.0	0.157	0.942	0.9468359137570527
NDUFB4	NDUFA7	0.0	0.403	0.95	0.9675430937466359
NDUFB4	NDUFS5	0.0	0.511	0.979	0.9888341718487171
NDUFB4	NDUFB7	0.0	0.357	0.876	0.9133047219633765
NDUFB4	NDUFA10	0.0	0.106	0.908	0.9105689907696255
NDUFB4	CYC1	0.0	0.223	0.819	0.8470806725375428
NDUFB4	NDUFS7	0.0	0.311	0.909	0.9318252741983362
NDUFB4	NDUFA5	0.0	0.692	0.809	0.9360343423426166
NDUFB4	NDUFS2	0.0	0.168	0.957	0.9610995551718475
NDUFB4	NDUFS3	0.0	0.285	0.995	0.9961127825843961
NDUFB4	NDUFA12	0.0	0.879	0.99	0.9986843264131803
NDUFB4	NDUFA8	0.0	0.372	0.955	0.9692719540797298
NDUFB4	MT-ND4	0.0	0.125	0.942	0.9448178227015671
NDUFB4	NDUFA13	0.0	0.448	0.859	0.9153706556947464
NDUFB4	NDUFA3	0.0	0.34	0.95	0.9641179930867333
NDUFB4	NDUFS8	0.0	0.264	0.869	0.895163649134863
NDUFB4	UQCRB	0.0	0.651	0.789	0.9199298452398169
NDUFB4	MT-ND2	0.0	0.082	0.942	0.9421060128457585
NDUFB4	NDUFB6	0.0	0.772	0.95	0.9876043976117805
NDUFB4	NDUFS1	0.0	0.179	0.942	0.948223351357699
NDUFB4	MT-ND4L	0.0	0.0	0.944	0.9391093216017292
NDUFB4	NDUFV2	0.0	0.373	0.972	0.9809107723221422
NDUFB4	NDUFB9	0.0	0.486	0.942	0.9675844124212635
NDUFB4	UQCRC1	0.0	0.201	0.853	0.8722894133944269
NDUFB4	MT-ND5	0.0	0.153	0.942	0.946583652375117
NDUFB4	NDUFC1	0.0	0.888	0.934	0.9919624304514283
NDUFB4	NDUFS4	0.0	0.615	0.992	0.9966510126880951
NDUFB4	NDUFA9	0.0	0.369	0.974	0.9821612058963922
NDUFB4	UQCRH	0.0	0.307	0.827	0.8696406688841022
NDUFB4	ATP5PF	0.0	0.852	0.0	0.839074635661713
NDUFB4	NDUFB2	0.0	0.35	0.944	0.9604210590411241
NDUFB4	NDUFB1	0.0	0.865	0.948	0.9923669185293595
NDUFB4	NDUFV3	0.0	0.105	0.858	0.8618107800422102
NDUFB4	NDUFB8	0.0	0.576	0.908	0.9575852931614331
NDUFB4	NDUFB11	0.0	0.172	0.921	0.9288753382966485
NDUFB4	NDUFA2	0.0	0.513	0.942	0.9692871767493294
NDUFB4	NDUFB5	0.0	0.372	0.944	0.961760653965886
NDUFB4	MT-CYB	0.0	0.0	0.829	0.8140659641767091
NDUFB4	NDUFB10	0.0	0.319	0.874	0.9067002580242497
NDUFB4	NDUFA6	0.0	0.7	0.998	0.9993475998743043
NDUFB4	NDUFC2	0.0	0.496	0.941	0.9676670497705182
NDUFB4	NDUFS6	0.0	0.442	0.969	0.9811913043761912
NDUFB4	UQCRC2	0.0	0.208	0.846	0.8673801024485663
NDUFB4	NDUFAB1	0.0	0.418	0.96	0.9746868751230046
NDUFB4	MT-ND6	0.0	0.061	0.942	0.940781640590596
NDUFB4	MT-ND3	0.0	0.061	0.942	0.940781640590596
NDUFB4	UQCR11	0.0	0.493	0.868	0.9272312899798951
NDUFB4	NDUFV1	0.0	0.24	0.994	0.9950417590447121
NDUFB4	UQCRFS1	0.0	0.43	0.903	0.9398813284171359
NDUFB4	NDUFA11	0.0	0.447	0.912	0.9470860004719027
NDUFB4	ATP5MD	0.0	0.883	0.0	0.8727819754893273
NDUFB4	NDUFB3	0.0	0.841	0.944	0.9903183821346749
NDUFB4	UQCRQ	0.0	0.66	0.908	0.9659882067803945
ERLEC1	SYVN1	0.0	0.163	0.917	0.9244618514463168
ERLEC1	FAM8A1	0.0	0.062	0.86	0.8572113591560552
ERLEC1	FOXRED2	0.0	0.0	0.86	0.8477733040043232
ERLEC1	HYOU1	0.0	0.814	0.064	0.8106995795281189
ERLEC1	DERL2	0.0	0.088	0.909	0.9097600146137629
ERLEC1	OS9	0.0	0.062	0.86	0.8572113591560552
ERLEC1	SEL1L	0.0	0.088	0.96	0.960334072357698
ERLEC1	UBE2J1	0.0	0.142	0.86	0.8693894948357094
CLIC5	CLIC4	0.0	0.0	0.881	0.8706073084036748
CLIC5	TPRN	0.0	0.0	0.859	0.8466859704614969
CLIC5	CLIC2	0.0	0.061	0.943	0.9418026467873098
TMEM38A	PDLIM7	0.0	0.834	0.0	0.8195026318908404
TMEM38A	MYL1	0.0	0.833	0.0	0.8184152983480141
TMEM38A	SRL	0.0	0.831	0.0	0.8162406312623616
ACTR6	ZNHIT1	0.0	0.062	0.896	0.8939284382302125
ACTR6	DMAP1	0.0	0.063	0.87	0.8675519011483328
ACTR6	NFATC2IP	0.0	0.0	0.817	0.8010179616627938
ACTR6	SRCAP	0.0	0.108	0.903	0.9059195525405005
HSPB11	IFT27	0.0	0.077	0.899	0.8986355051371073
STRADB	CAB39	0.0	0.063	0.818	0.8145726616076661
STRADB	STK11	0.0	0.062	0.89	0.8878089250511862
OXCT1	PRDX6	0.055	0.0	0.827	0.8222372757510484
OXCT1	SUCLA2	0.0	0.09	0.802	0.804084242253564
OXCT1	S100A16	0.0	0.0	0.821	0.8053672958340988
OXCT1	SCAF4	0.0	0.0	0.818	0.80210529520562
OXCT1	SDHAF2	0.0	0.0	0.821	0.8053672958340988
OXCT1	SUCLG1	0.0	0.063	0.817	0.8135538300780377
OXCT1	TMEM9	0.0	0.0	0.82	0.8042799622912725
ZNF416	ZNF211	0.0	0.113	0.817	0.8235029319948981
RRN3	POLR1B	0.0	0.144	0.836	0.8473557679238779
RRN3	POLR1A	0.0	0.129	0.812	0.8219513070292851
RRN3	TWISTNB	0.0	0.064	0.971	0.9704854183135239
RRN3	POLR1E	0.0	0.081	0.8	0.8001480948285329
RRN3	POLR1C	0.0	0.063	0.925	0.9235876352778845
DIMT1	DDX47	0.049	0.841	0.064	0.8461079178541255
DIMT1	TBL3	0.0	0.857	0.079	0.8567949104091527
DIMT1	UTP15	0.0	0.859	0.316	0.895133203795664
DIMT1	IMP3	0.0	0.854	0.369	0.8998283100335878
DIMT1	RIOK2	0.0	0.85	0.379	0.8987148804857336
DIMT1	POLR1B	0.0	0.832	0.0	0.8173279648051878
DIMT1	DDX10	0.049	0.851	0.064	0.8557866651588975
DIMT1	PNO1	0.042	0.902	0.373	0.9359938195961426
DIMT1	BYSL	0.0	0.9	0.262	0.9197547845394218
DIMT1	MAK16	0.0	0.853	0.0	0.8401619692045393
DIMT1	RRS1	0.0	0.867	0.0	0.855384638804107
DIMT1	POLR1A	0.0	0.817	0.0	0.8010179616627938
DIMT1	WDR36	0.0	0.857	0.0	0.8445113033758445
DIMT1	WDR12	0.0	0.872	0.0	0.8608213065182383
DIMT1	DDX49	0.049	0.825	0.064	0.8306219221664903
DIMT1	RSL24D1	0.0	0.837	0.0	0.8227646325193192
DIMT1	DCAF13	0.0	0.857	0.0	0.8445113033758445
DIMT1	UTP4	0.0	0.819	0.315	0.8651869506926858
DIMT1	DDX27	0.049	0.849	0.064	0.853850915697943
DIMT1	IMP4	0.0	0.888	0.157	0.8973383162205156
DIMT1	WDR75	0.0	0.815	0.315	0.8622076567853418
DIMT1	MTREX	0.0	0.884	0.064	0.8819416732540958
DIMT1	RSL1D1	0.0	0.855	0.0	0.8423366362901918
DIMT1	WDR3	0.0	0.881	0.13	0.8874283583111972
DIMT1	NOC2L	0.0	0.846	0.0	0.8325506344047555
DIMT1	RPF2	0.0	0.905	0.0	0.896703313431505
DIMT1	PDCD11	0.148	0.846	0.133	0.8763078328246424
DIMT1	EBNA1BP2	0.0	0.867	0.0	0.855384638804107
DIMT1	NIFK	0.0	0.863	0.584	0.9380306867272457
DIMT1	TWISTNB	0.0	0.839	0.0	0.8249392996049717
DIMT1	TSR1	0.0	0.849	0.4	0.9014875810199405
DIMT1	NOP56	0.103	0.857	0.051	0.8676397805325977
DIMT1	AATF	0.0	0.823	0.086	0.8240933541086527
DIMT1	NHP2	0.0	0.888	0.0	0.8782186432034587
DIMT1	PUM3	0.0	0.875	0.0	0.8640833071467172
DIMT1	NOP9	0.0	0.847	0.13	0.8552650321143961
DIMT1	PINX1	0.0	0.821	0.0	0.8053672958340989
DIMT1	BCCIP	0.0	0.856	0.0	0.8434239698330182
DIMT1	DDX52	0.0	0.853	0.393	0.9029783153071554
DIMT1	DDX54	0.049	0.835	0.064	0.8403006694712623
DIMT1	NIP7	0.0	0.914	0.0	0.9064893153169414
DIMT1	FBL	0.0	0.86	0.109	0.864366013867852
DIMT1	HEATR1	0.0	0.832	0.131	0.8412580014157083
DIMT1	GTPBP4	0.0	0.895	0.0	0.8858299780032425
DIMT1	DHX37	0.0	0.854	0.0	0.8412493027473656
DIMT1	BOP1	0.0	0.895	0.0	0.8858299780032425
DIMT1	EMG1	0.0	0.825	0.064	0.8218947656850581
DIMT1	NSA2	0.0	0.85	0.0	0.8368999685760606
DIMT1	UTP3	0.0	0.835	0.0	0.8205899654336667
DIMT1	UTP25	0.0	0.854	0.0	0.8412493027473656
DIMT1	DKC1	0.059	0.839	0.41	0.9028080497476842
DIMT1	NOP58	0.103	0.869	0.049	0.8784913932113417
DIMT1	DDX55	0.049	0.857	0.407	0.9123132379596838
DIMT1	MRTO4	0.054	0.897	0.11	0.9057066308861442
DIMT1	RRP12	0.0	0.872	0.132	0.8791928940578309
DIMT1	NOC3L	0.0	0.858	0.0	0.8455986369186707
DIMT1	RBM28	0.0	0.86	0.0	0.8477733040043232
DIMT1	DDX56	0.049	0.864	0.064	0.868369036655101
DIMT1	LTV1	0.0	0.789	0.165	0.808428139757155
DIMT1	FTSJ3	0.0	0.849	0.0	0.8358126350332343
DIMT1	DDX24	0.049	0.827	0.064	0.8325576716274448
DIMT1	NOP14	0.0	0.815	0.082	0.8153381444218157
DIMT1	BMS1	0.0	0.868	0.064	0.8656577661167296
DIMT1	KRR1	0.042	0.893	0.26	0.9175209230156979
DIMT1	WDR43	0.0	0.815	0.064	0.8117173237242042
DIMT1	RBM19	0.0	0.821	0.0	0.8053672958340989
DIMT1	RPF1	0.0	0.873	0.089	0.8741987710956298
DIMT1	PES1	0.0	0.875	0.0	0.8640833071467172
DIMT1	RRP9	0.0	0.846	0.29	0.8811109504273764
DIMT1	PWP1	0.0	0.872	0.0	0.8608213065182383
DIMT1	NMD3	0.0	0.846	0.0	0.8325506344047555
DIMT1	DDX18	0.049	0.89	0.064	0.8935337796475082
DIMT1	LYAR	0.0	0.843	0.0	0.8292886337762767
DIMT1	NOL10	0.0	0.864	0.0	0.8521226381756283
DIMT1	NOC4L	0.0	0.854	0.131	0.8620456440874608
DIMT1	SDAD1	0.0	0.882	0.0	0.871694641946501
DIMT1	NOP2	0.07	0.848	0.05	0.8539798038667755
DIMT1	GRWD1	0.0	0.861	0.393	0.9082584069911197
DIMT1	BRIX1	0.0	0.907	0.0	0.8988779805171576
DIMT1	POLR1D	0.046	0.824	0.0	0.817432348825299
DIMT1	DHX15	0.0	0.873	0.0	0.8619086400610645
EIF2AK1	EIF2S1	0.0	0.142	0.807	0.8199440893092278
MRPL28	MRPL1	0.0	0.079	0.816	0.8157361084984901
MRPL28	MRPL19	0.0	0.24	0.967	0.9727296747459172
MRPL28	MRPL3	0.0	0.138	0.969	0.9709442730685965
MRPL28	MRPS23	0.0	0.445	0.671	0.8014583317476386
MRPL28	GADD45GIP1	0.0	0.297	0.966	0.9740105536593666
MRPL28	MRPS34	0.0	0.453	0.731	0.8400064805079153
